text,label,tokens,num_tokens,unique_tokens,lexical_density,clean_text,tokens_clean,num_tokens_clean,unique_tokens_clean,lexical_density_clean
What percentage of the silver production is done by independent silversmiths ?,5,"['what', 'percentage', 'of', 'the', 'silver', 'production', 'is', 'done', 'by', 'independent', 'silversmiths']",11,11,1.0,percentage silver production independent silversmith,"['percentage', 'silver', 'production', 'independent', 'silversmith']",5,5,1.0
What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,0,"['what', 'is', 'the', 'origin', 'of', 'the', 'term', 'buffalo', 'wings', 'that', 'is', 'used', 'as', 'a', 'menu', 'item', 'in', 'bars', 'across', 'the', 'nation', 'for', 'chicken', 'wings', 'in', 'a', 'spicey', 'sauce']",28,22,0.7857142857142857,origin term buffalo wing menu item bar nation chicken wing spicey sauce,"['origin', 'term', 'buffalo', 'wing', 'menu', 'item', 'bar', 'nation', 'chicken', 'wing', 'spicey', 'sauce']",12,11,0.9166666666666666
What date is Boxing Day ?,5,"['what', 'date', 'is', 'boxing', 'day']",5,5,1.0,date boxing day,"['date', 'boxing', 'day']",3,3,1.0
How many inches tall is Stuart Little at birth ?,5,"['how', 'many', 'inches', 'tall', 'is', 'stuart', 'little', 'at', 'birth']",9,9,1.0,inch tall stuart little birth,"['inch', 'tall', 'stuart', 'little', 'birth']",5,5,1.0
What 1953 film won Frank Sinatra a best supporting actor Oscar ?,1,"['what', '1953', 'film', 'won', 'frank', 'sinatra', 'a', 'best', 'supporting', 'actor', 'oscar']",11,11,1.0,film frank sinatra well support actor oscar,"['film', 'frank', 'sinatra', 'well', 'support', 'actor', 'oscar']",7,7,1.0
How many Stradivarius violins were ever made ?,5,"['how', 'many', 'stradivarius', 'violins', 'were', 'ever', 'made']",7,7,1.0,stradivarius violin,"['stradivarius', 'violin']",2,2,1.0
What type of childhood did Jules Verne have ?,0,"['what', 'type', 'of', 'childhood', 'did', 'jules', 'verne', 'have']",8,8,1.0,type childhood jule verne,"['type', 'childhood', 'jule', 'verne']",4,4,1.0
Who invented the stock ticker in 1870 ?,3,"['who', 'invented', 'the', 'stock', 'ticker', 'in', '1870']",7,7,1.0,invent stock ticker,"['invent', 'stock', 'ticker']",3,3,1.0
What is a leper ?,0,"['what', 'is', 'a', 'leper']",4,4,1.0,leper,['leper'],1,1,1.0
What was Einstein 's birthplace ?,4,"['what', 'was', 'einstein', 's', 'birthplace']",5,5,1.0,einstein birthplace,"['einstein', 'birthplace']",2,2,1.0
What was George Washington afraid of ?,1,"['what', 'was', 'george', 'washington', 'afraid', 'of']",6,6,1.0,george washington afraid,"['george', 'washington', 'afraid']",3,3,1.0
What century 's the setting for TV 's The Adventures of Robin Hood ?,5,"['what', 'century', 's', 'the', 'setting', 'for', 'tv', 's', 'the', 'adventures', 'of', 'robin', 'hood']",13,11,0.8461538461538461,century setting adventure robin hood,"['century', 'setting', 'adventure', 'robin', 'hood']",5,5,1.0
Who wrote the Bible ?,3,"['who', 'wrote', 'the', 'bible']",4,4,1.0,write bible,"['write', 'bible']",2,2,1.0
What are the top 5 fiction books of all time ?,1,"['what', 'are', 'the', 'top', '5', 'fiction', 'books', 'of', 'all', 'time']",10,10,1.0,fiction book time,"['fiction', 'book', 'time']",3,3,1.0
What are the `` Star Wars '' satellites ?,0,"['what', 'are', 'the', 'star', 'wars', 'satellites']",6,6,1.0,star war satellite,"['star', 'war', 'satellite']",3,3,1.0
Who is Henry Butler ?,3,"['who', 'is', 'henry', 'butler']",4,4,1.0,henry butler,"['henry', 'butler']",2,2,1.0
What debts did Qintex group leave ?,5,"['what', 'debts', 'did', 'qintex', 'group', 'leave']",6,6,1.0,debts qintex group leave,"['debts', 'qintex', 'group', 'leave']",4,4,1.0
"Which U.S. President is buried in Washington , D.C. ?",3,"['which', 'u', 's', 'president', 'is', 'buried', 'in', 'washington', 'd', 'c']",10,10,1.0,president bury washington,"['president', 'bury', 'washington']",3,3,1.0
What is the term for someone who hates mankind ?,1,"['what', 'is', 'the', 'term', 'for', 'someone', 'who', 'hates', 'mankind']",9,9,1.0,term hate mankind,"['term', 'hate', 'mankind']",3,3,1.0
What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,1,"['what', 'did', 'san', 'francisco', 's', 'milt', 'harper', 'grow', 'that', 'measured', '24', 'inches', 'from', 'tip', 'to', 'tip', 'in', '1974']",18,17,0.9444444444444444,san francisco milt harper grow measure inch tip tip,"['san', 'francisco', 'milt', 'harper', 'grow', 'measure', 'inch', 'tip', 'tip']",9,8,0.8888888888888888
What college did Dikembe Mutombo play basketball for ?,3,"['what', 'college', 'did', 'dikembe', 'mutombo', 'play', 'basketball', 'for']",8,8,1.0,college dikembe mutombo play basketball,"['college', 'dikembe', 'mutombo', 'play', 'basketball']",5,5,1.0
Where are the Austerlitz and Victor Hugo subway stops ?,4,"['where', 'are', 'the', 'austerlitz', 'and', 'victor', 'hugo', 'subway', 'stops']",9,9,1.0,austerlitz victor hugo subway stop,"['austerlitz', 'victor', 'hugo', 'subway', 'stop']",5,5,1.0
Where did Ty Cobb grow up ?,4,"['where', 'did', 'ty', 'cobb', 'grow', 'up']",6,6,1.0,cobb grow,"['cobb', 'grow']",2,2,1.0
What is a philanthropist ?,0,"['what', 'is', 'a', 'philanthropist']",4,4,1.0,philanthropist,['philanthropist'],1,1,1.0
What is a portal ?,0,"['what', 'is', 'a', 'portal']",4,4,1.0,portal,['portal'],1,1,1.0
What Tom Wolfe book is about the Mercury astronauts ?,1,"['what', 'tom', 'wolfe', 'book', 'is', 'about', 'the', 'mercury', 'astronauts']",9,9,1.0,tom wolfe book mercury astronaut,"['tom', 'wolfe', 'book', 'mercury', 'astronaut']",5,5,1.0
What cooking oil has `` corn goodness '' ?,1,"['what', 'cooking', 'oil', 'has', 'corn', 'goodness']",6,6,1.0,cook oil corn goodness,"['cook', 'oil', 'corn', 'goodness']",4,4,1.0
"What is the per-capita income of Colombia , South America ?",5,"['what', 'is', 'the', 'per', 'capita', 'income', 'of', 'colombia', 'south', 'america']",10,10,1.0,percapita income colombia south america,"['percapita', 'income', 'colombia', 'south', 'america']",5,5,1.0
How many types of cheese are there in France ?,5,"['how', 'many', 'types', 'of', 'cheese', 'are', 'there', 'in', 'france']",9,9,1.0,type cheese france,"['type', 'cheese', 'france']",3,3,1.0
How many `` eyes '' does a coconut have ?,5,"['how', 'many', 'eyes', 'does', 'a', 'coconut', 'have']",7,7,1.0,eye coconut,"['eye', 'coconut']",2,2,1.0
How many websites are there in the world ?,5,"['how', 'many', 'websites', 'are', 'there', 'in', 'the', 'world']",8,8,1.0,website world,"['website', 'world']",2,2,1.0
What is the term that describes a word where only one usage has been recorded in all literature ?,1,"['what', 'is', 'the', 'term', 'that', 'describes', 'a', 'word', 'where', 'only', 'one', 'usage', 'has', 'been', 'recorded', 'in', 'all', 'literature']",18,18,1.0,term describe word usage record literature,"['term', 'describe', 'word', 'usage', 'record', 'literature']",6,6,1.0
Who made the first airplane ?,3,"['who', 'made', 'the', 'first', 'airplane']",5,5,1.0,airplane,['airplane'],1,1,1.0
What measures did Clinton take to avoid the draft ?,1,"['what', 'measures', 'did', 'clinton', 'take', 'to', 'avoid', 'the', 'draft']",9,9,1.0,measure clinton avoid draft,"['measure', 'clinton', 'avoid', 'draft']",4,4,1.0
What are `` darning needles '' and `` horse stingers '' better known as ?,1,"['what', 'are', 'darning', 'needles', 'and', 'horse', 'stingers', 'better', 'known', 'as']",10,10,1.0,darn needle horse stinger well know,"['darn', 'needle', 'horse', 'stinger', 'well', 'know']",6,6,1.0
How many points is a disk in the center hole worth in Crokinole ?,5,"['how', 'many', 'points', 'is', 'a', 'disk', 'in', 'the', 'center', 'hole', 'worth', 'in', 'crokinole']",13,12,0.9230769230769231,point disk center hole worth crokinole,"['point', 'disk', 'center', 'hole', 'worth', 'crokinole']",6,6,1.0
How do websites like Yahoo and Excite make money ?,0,"['how', 'do', 'websites', 'like', 'yahoo', 'and', 'excite', 'make', 'money']",9,9,1.0,website like yahoo excite money,"['website', 'like', 'yahoo', 'excite', 'money']",5,5,1.0
What general direction does the journey in Around the World in 80 Days proceed in ?,4,"['what', 'general', 'direction', 'does', 'the', 'journey', 'in', 'around', 'the', 'world', 'in', '80', 'days', 'proceed', 'in']",15,12,0.8,general direction journey world day proceed,"['general', 'direction', 'journey', 'world', 'day', 'proceed']",6,6,1.0
How do they produce vitamins ?,0,"['how', 'do', 'they', 'produce', 'vitamins']",5,5,1.0,produce vitamin,"['produce', 'vitamin']",2,2,1.0
"The lawyer who represented Randy Craft , what was his name ?",3,"['the', 'lawyer', 'who', 'represented', 'randy', 'craft', 'what', 'was', 'his', 'name']",10,10,1.0,lawyer represent randy craft,"['lawyer', 'represent', 'randy', 'craft']",4,4,1.0
What do penguins eat ?,1,"['what', 'do', 'penguins', 'eat']",4,4,1.0,penguin eat,"['penguin', 'eat']",2,2,1.0
What organization is the Security Council a part of ?,3,"['what', 'organization', 'is', 'the', 'security', 'council', 'a', 'part', 'of']",9,9,1.0,organization security council,"['organization', 'security', 'council']",3,3,1.0
What is New England 's highest mountain ?,4,"['what', 'is', 'new', 'england', 's', 'highest', 'mountain']",7,7,1.0,new england high mountain,"['new', 'england', 'high', 'mountain']",4,4,1.0
What TV station did Mary Richards work for ?,1,"['what', 'tv', 'station', 'did', 'mary', 'richards', 'work', 'for']",8,8,1.0,station mary richard work,"['station', 'mary', 'richard', 'work']",4,4,1.0
What does idle mean ?,0,"['what', 'does', 'idle', 'mean']",4,4,1.0,idle mean,"['idle', 'mean']",2,2,1.0
"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?",0,"['what', 'was', 'the', 'claim', 'to', 'fame', 'of', 'the', 'football', 'game', 'that', 'saw', 'fordham', 'defeat', 'waynesburg', 'state', '12601', 'on', 'september', '3', '1939']",21,20,0.9523809523809523,claim fame football game see fordham defeat waynesburg state september,"['claim', 'fame', 'football', 'game', 'see', 'fordham', 'defeat', 'waynesburg', 'state', 'september']",10,10,1.0
What is a serigraph ?,0,"['what', 'is', 'a', 'serigraph']",4,4,1.0,serigraph,['serigraph'],1,1,1.0
What football bowl game 's first queen was Hallie Woods ?,1,"['what', 'football', 'bowl', 'game', 's', 'first', 'queen', 'was', 'hallie', 'woods']",10,10,1.0,football bowl game queen hallie wood,"['football', 'bowl', 'game', 'queen', 'hallie', 'wood']",6,6,1.0
Who was the first black to be head coach of a major league pro sports team ?,3,"['who', 'was', 'the', 'first', 'black', 'to', 'be', 'head', 'coach', 'of', 'a', 'major', 'league', 'pro', 'sports', 'team']",16,16,1.0,black head coach major league pro sport team,"['black', 'head', 'coach', 'major', 'league', 'pro', 'sport', 'team']",8,8,1.0
"Who is John Macarthur , 1767-1834 ?",3,"['who', 'is', 'john', 'macarthur', '1767', '1834']",6,6,1.0,john macarthur,"['john', 'macarthur']",2,2,1.0
What year did the War of 1812 begin ?,5,"['what', 'year', 'did', 'the', 'war', 'of', '1812', 'begin']",8,8,1.0,year war begin,"['year', 'war', 'begin']",3,3,1.0
What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,1,"['what', 'racehorse', 'won', 'an', 'associated', 'press', 'poll', 'as', 'the', 'greatest', 'horse', 'of', 'the', '20th', 'century']",15,14,0.9333333333333333,racehorse associate press poll great horse century,"['racehorse', 'associate', 'press', 'poll', 'great', 'horse', 'century']",7,7,1.0
"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",0,"['what', 'are', 'the', 'words', 'to', 'the', 'cd', 'eminem', 's', 'or', 'slim', 'shady', 'my', 'name', 'is']",15,14,0.9333333333333333,word eminem slim shady,"['word', 'eminem', 'slim', 'shady']",4,4,1.0
What does Final Four refer to in the sports world ?,1,"['what', 'does', 'final', 'four', 'refer', 'to', 'in', 'the', 'sports', 'world']",10,10,1.0,final refer sport world,"['final', 'refer', 'sport', 'world']",4,4,1.0
Who is Peter Weir ?,3,"['who', 'is', 'peter', 'weir']",4,4,1.0,peter weir,"['peter', 'weir']",2,2,1.0
What medium is Stuart Hamblen the first singing cowboy in ?,1,"['what', 'medium', 'is', 'stuart', 'hamblen', 'the', 'first', 'singing', 'cowboy', 'in']",10,10,1.0,medium stuart hamblen singe cowboy,"['medium', 'stuart', 'hamblen', 'singe', 'cowboy']",5,5,1.0
What is the meaning of `` subaru ? '',0,"['what', 'is', 'the', 'meaning', 'of', 'subaru']",6,6,1.0,mean subaru,"['mean', 'subaru']",2,2,1.0
How many verses are in the Bible ?,5,"['how', 'many', 'verses', 'are', 'in', 'the', 'bible']",7,7,1.0,verse bible,"['verse', 'bible']",2,2,1.0
What is endometriosis ?,0,"['what', 'is', 'endometriosis']",3,3,1.0,endometriosis,['endometriosis'],1,1,1.0
What is a geoscientist ?,0,"['what', 'is', 'a', 'geoscientist']",4,4,1.0,geoscientist,['geoscientist'],1,1,1.0
What robust U.S. President imported his own instructor after seeing a judo match ?,3,"['what', 'robust', 'u', 's', 'president', 'imported', 'his', 'own', 'instructor', 'after', 'seeing', 'a', 'judo', 'match']",14,14,1.0,robust president import instructor see judo match,"['robust', 'president', 'import', 'instructor', 'see', 'judo', 'match']",7,7,1.0
What are all the different types of pizza ?,1,"['what', 'are', 'all', 'the', 'different', 'types', 'of', 'pizza']",8,8,1.0,different type pizza,"['different', 'type', 'pizza']",3,3,1.0
From what cause does tuberculosis stem ?,0,"['from', 'what', 'cause', 'does', 'tuberculosis', 'stem']",6,6,1.0,cause tuberculosis stem,"['cause', 'tuberculosis', 'stem']",3,3,1.0
In what nation is Edessa located nowadays ?,4,"['in', 'what', 'nation', 'is', 'edessa', 'located', 'nowadays']",7,7,1.0,nation edessa locate nowadays,"['nation', 'edessa', 'locate', 'nowadays']",4,4,1.0
Name a country that is developing a magnetic levitation railway system ?,4,"['name', 'a', 'country', 'that', 'is', 'developing', 'a', 'magnetic', 'levitation', 'railway', 'system']",11,10,0.9090909090909091,country develop magnetic levitation railway system,"['country', 'develop', 'magnetic', 'levitation', 'railway', 'system']",6,6,1.0
What does BTU mean ?,2,"['what', 'does', 'btu', 'mean']",4,4,1.0,btu mean,"['btu', 'mean']",2,2,1.0
What government department did The Untouchables work for ?,3,"['what', 'government', 'department', 'did', 'the', 'untouchables', 'work', 'for']",8,8,1.0,government department untouchable work,"['government', 'department', 'untouchable', 'work']",4,4,1.0
"What drink is made up of rum , coconut milk and pineapple ?",1,"['what', 'drink', 'is', 'made', 'up', 'of', 'rum', 'coconut', 'milk', 'and', 'pineapple']",11,11,1.0,drink rum coconut milk pineapple,"['drink', 'rum', 'coconut', 'milk', 'pineapple']",5,5,1.0
What is the VDRL test of blood ?,0,"['what', 'is', 'the', 'vdrl', 'test', 'of', 'blood']",7,7,1.0,vdrl test blood,"['vdrl', 'test', 'blood']",3,3,1.0
What seven digits follow the area code in the number for long distance information ?,5,"['what', 'seven', 'digits', 'follow', 'the', 'area', 'code', 'in', 'the', 'number', 'for', 'long', 'distance', 'information']",14,13,0.9285714285714286,seven digit follow area code number long distance information,"['seven', 'digit', 'follow', 'area', 'code', 'number', 'long', 'distance', 'information']",9,9,1.0
What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?,3,"['what', 'was', 'the', 'player', 's', 'name', 'who', 'played', 'nose', 'tackle', 'for', 'the', 'eagles', 'in', 'super', 'bowl', 'xv']",17,16,0.9411764705882353,player play nose tackle eagle super bowl,"['player', 'play', 'nose', 'tackle', 'eagle', 'super', 'bowl']",7,7,1.0
Where is the largest dam in the world ?,4,"['where', 'is', 'the', 'largest', 'dam', 'in', 'the', 'world']",8,7,0.875,large dam world,"['large', 'dam', 'world']",3,3,1.0
Who held the endurance record for women pilots in 1929 ?,3,"['who', 'held', 'the', 'endurance', 'record', 'for', 'women', 'pilots', 'in', '1929']",10,10,1.0,hold endurance record woman pilot,"['hold', 'endurance', 'record', 'woman', 'pilot']",5,5,1.0
What did Andy Hardy 's father do for a living ?,3,"['what', 'did', 'andy', 'hardy', 's', 'father', 'do', 'for', 'a', 'living']",10,10,1.0,andy hardy father live,"['andy', 'hardy', 'father', 'live']",4,4,1.0
Independent silversmith 's account for what percentage of silver production ?,5,"['independent', 'silversmith', 's', 'account', 'for', 'what', 'percentage', 'of', 'silver', 'production']",10,10,1.0,independent silversmith account percentage silver production,"['independent', 'silversmith', 'account', 'percentage', 'silver', 'production']",6,6,1.0
Why is hockey so violent ?,0,"['why', 'is', 'hockey', 'so', 'violent']",5,5,1.0,hockey violent,"['hockey', 'violent']",2,2,1.0
In what part of the world is Mozambique ?,4,"['in', 'what', 'part', 'of', 'the', 'world', 'is', 'mozambique']",8,8,1.0,world mozambique,"['world', 'mozambique']",2,2,1.0
Who are Woody Woodpecker 's niece and nephew ?,3,"['who', 'are', 'woody', 'woodpecker', 's', 'niece', 'and', 'nephew']",8,8,1.0,woody woodpecker niece nephew,"['woody', 'woodpecker', 'niece', 'nephew']",4,4,1.0
What film opens with an assassin tumbling from the Seattle Space Needle ?,1,"['what', 'film', 'opens', 'with', 'an', 'assassin', 'tumbling', 'from', 'the', 'seattle', 'space', 'needle']",12,12,1.0,film open assassin tumbling seattle space needle,"['film', 'open', 'assassin', 'tumbling', 'seattle', 'space', 'needle']",7,7,1.0
Who created Maudie Frickett ?,3,"['who', 'created', 'maudie', 'frickett']",4,4,1.0,create maudie frickett,"['create', 'maudie', 'frickett']",3,3,1.0
What is a leaky heart valve ?,0,"['what', 'is', 'a', 'leaky', 'heart', 'valve']",6,6,1.0,leaky heart valve,"['leaky', 'heart', 'valve']",3,3,1.0
How can I give myself a French manicure ?,0,"['how', 'can', 'i', 'give', 'myself', 'a', 'french', 'manicure']",8,8,1.0,french manicure,"['french', 'manicure']",2,2,1.0
Who was the first English circumnavigator of the globe ?,3,"['who', 'was', 'the', 'first', 'english', 'circumnavigator', 'of', 'the', 'globe']",9,8,0.8888888888888888,english circumnavigator globe,"['english', 'circumnavigator', 'globe']",3,3,1.0
What is the definition of the Scrabble word ` syzygy ' ?,0,"['what', 'is', 'the', 'definition', 'of', 'the', 'scrabble', 'word', 'syzygy']",9,8,0.8888888888888888,definition scrabble word syzygy,"['definition', 'scrabble', 'word', 'syzygy']",4,4,1.0
What is the salary of a U.S. Representative ?,5,"['what', 'is', 'the', 'salary', 'of', 'a', 'u', 's', 'representative']",9,9,1.0,salary representative,"['salary', 'representative']",2,2,1.0
Who made the largest cocaine seizure in Ventura County history ?,3,"['who', 'made', 'the', 'largest', 'cocaine', 'seizure', 'in', 'ventura', 'county', 'history']",10,10,1.0,large cocaine seizure ventura county history,"['large', 'cocaine', 'seizure', 'ventura', 'county', 'history']",6,6,1.0
What man-made waterways is 1.76 miles long ?,4,"['what', 'man', 'made', 'waterways', 'is', '1', '76', 'miles', 'long']",9,9,1.0,manmade waterway mile long,"['manmade', 'waterway', 'mile', 'long']",4,4,1.0
Who liberated 19th century Sicily and Naples ?,3,"['who', 'liberated', '19th', 'century', 'sicily', 'and', 'naples']",7,7,1.0,liberated century sicily naple,"['liberated', 'century', 'sicily', 'naple']",4,4,1.0
On what river is Strasbourg built ?,4,"['on', 'what', 'river', 'is', 'strasbourg', 'built']",6,6,1.0,river strasbourg build,"['river', 'strasbourg', 'build']",3,3,1.0
"What 's the maximum length , in inches , of a first baseman 's glove ?",5,"['what', 's', 'the', 'maximum', 'length', 'in', 'inches', 'of', 'a', 'first', 'baseman', 's', 'glove']",13,12,0.9230769230769231,maximum length inch baseman glove,"['maximum', 'length', 'inch', 'baseman', 'glove']",5,5,1.0
What country is located at 13 degrees North latitude and 10 degrees East longitude ?,4,"['what', 'country', 'is', 'located', 'at', '13', 'degrees', 'north', 'latitude', 'and', '10', 'degrees', 'east', 'longitude']",14,13,0.9285714285714286,country locate degree north latitude degree east longitude,"['country', 'locate', 'degree', 'north', 'latitude', 'degree', 'east', 'longitude']",8,7,0.875
Where are the busiest ports in the world ?,4,"['where', 'are', 'the', 'busiest', 'ports', 'in', 'the', 'world']",8,7,0.875,busy port world,"['busy', 'port', 'world']",3,3,1.0
What is the pig population of the world ?,5,"['what', 'is', 'the', 'pig', 'population', 'of', 'the', 'world']",8,7,0.875,pig population world,"['pig', 'population', 'world']",3,3,1.0
How does the car in `` Christine '' become possessed ?,0,"['how', 'does', 'the', 'car', 'in', 'christine', 'become', 'possessed']",8,8,1.0,car christine possessed,"['car', 'christine', 'possessed']",3,3,1.0
What city does McCarren Airport serve ?,4,"['what', 'city', 'does', 'mccarren', 'airport', 'serve']",6,6,1.0,city mccarren airport serve,"['city', 'mccarren', 'airport', 'serve']",4,4,1.0
What is the most number of goals scored by a single team in an NHL hockey game ?,5,"['what', 'is', 'the', 'most', 'number', 'of', 'goals', 'scored', 'by', 'a', 'single', 'team', 'in', 'an', 'nhl', 'hockey', 'game']",17,17,1.0,number goal score single team nhl hockey game,"['number', 'goal', 'score', 'single', 'team', 'nhl', 'hockey', 'game']",8,8,1.0
What are the Low Countries ?,0,"['what', 'are', 'the', 'low', 'countries']",5,5,1.0,low country,"['low', 'country']",2,2,1.0
What rabbit got its name because its ears resembled those of a jackass ?,1,"['what', 'rabbit', 'got', 'its', 'name', 'because', 'its', 'ears', 'resembled', 'those', 'of', 'a', 'jackass']",13,12,0.9230769230769231,rabbit get ear resemble jackass,"['rabbit', 'get', 'ear', 'resemble', 'jackass']",5,5,1.0
Aspartame is also called what ?,1,"['aspartame', 'is', 'also', 'called', 'what']",5,5,1.0,aspartame call,"['aspartame', 'call']",2,2,1.0
What is a fear of trees ?,1,"['what', 'is', 'a', 'fear', 'of', 'trees']",6,6,1.0,fear tree,"['fear', 'tree']",2,2,1.0
What actor has a tattoo on his right wrist reading Scotland Forever ?,3,"['what', 'actor', 'has', 'a', 'tattoo', 'on', 'his', 'right', 'wrist', 'reading', 'scotland', 'forever']",12,12,1.0,actor tattoo right wrist read scotland forever,"['actor', 'tattoo', 'right', 'wrist', 'read', 'scotland', 'forever']",7,7,1.0
How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?,5,"['how', 'many', 'dollars', 'a', 'day', 'did', 'arthur', 'frommer', 'say', 'you', 'could', 'get', 'by', 'on', 'in', 'europe', 'in', '1968']",18,17,0.9444444444444444,dollar day arthur frommer europe,"['dollar', 'day', 'arthur', 'frommer', 'europe']",5,5,1.0
What holidays or observances are celebrated in Italy ?,1,"['what', 'holidays', 'or', 'observances', 'are', 'celebrated', 'in', 'italy']",8,8,1.0,holiday observance celebrate italy,"['holiday', 'observance', 'celebrate', 'italy']",4,4,1.0
Who appointed the chair of the Federal Reserve ?,3,"['who', 'appointed', 'the', 'chair', 'of', 'the', 'federal', 'reserve']",8,7,0.875,appoint chair federal reserve,"['appoint', 'chair', 'federal', 'reserve']",4,4,1.0
Why do people shake hands to show friendliness ?,0,"['why', 'do', 'people', 'shake', 'hands', 'to', 'show', 'friendliness']",8,8,1.0,people shake hand friendliness,"['people', 'shake', 'hand', 'friendliness']",4,4,1.0
"In a computer , what does SCSI mean ?",2,"['in', 'a', 'computer', 'what', 'does', 'scsi', 'mean']",7,7,1.0,computer scsi mean,"['computer', 'scsi', 'mean']",3,3,1.0
"To get the most caffeine , what soda should I drink ?",1,"['to', 'get', 'the', 'most', 'caffeine', 'what', 'soda', 'should', 'i', 'drink']",10,10,1.0,caffeine soda drink,"['caffeine', 'soda', 'drink']",3,3,1.0
Why do they call it a `` funny bone '' ?,0,"['why', 'do', 'they', 'call', 'it', 'a', 'funny', 'bone']",8,8,1.0,funny bone,"['funny', 'bone']",2,2,1.0
"Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?",4,"['where', 'can', 'i', 'find', 'up', 'to', 'date', 'coastal', 'ocean', 'surface', 'temperature', 'information', 'preferably', 'along', 'north', 'america', 'and', 'the', 'caribbean']",19,19,1.0,find uptodate coastal ocean surface temperature information preferably north america caribbean,"['find', 'uptodate', 'coastal', 'ocean', 'surface', 'temperature', 'information', 'preferably', 'north', 'america', 'caribbean']",11,11,1.0
What exactly is radiation ?,0,"['what', 'exactly', 'is', 'radiation']",4,4,1.0,exactly radiation,"['exactly', 'radiation']",2,2,1.0
What are the two cities in Dicken 's `` A Tale of Two Cities '' ?,4,"['what', 'are', 'the', 'two', 'cities', 'in', 'dicken', 's', 'a', 'tale', 'of', 'two', 'cities']",13,11,0.8461538461538461,city dicken tale city,"['city', 'dicken', 'tale', 'city']",4,3,0.75
Who is Samuel F. Pickering ?,3,"['who', 'is', 'samuel', 'f', 'pickering']",5,5,1.0,samuel pickere,"['samuel', 'pickere']",2,2,1.0
What English queen had six fingers on one hand ?,3,"['what', 'english', 'queen', 'had', 'six', 'fingers', 'on', 'one', 'hand']",9,9,1.0,english queen finger hand,"['english', 'queen', 'finger', 'hand']",4,4,1.0
What river runs through Liverpool ?,4,"['what', 'river', 'runs', 'through', 'liverpool']",5,5,1.0,river run liverpool,"['river', 'run', 'liverpool']",3,3,1.0
What kind of nuts are used in marzipan ?,1,"['what', 'kind', 'of', 'nuts', 'are', 'used', 'in', 'marzipan']",8,8,1.0,kind nut marzipan,"['kind', 'nut', 'marzipan']",3,3,1.0
When did Mount St. Helens last erupt ?,5,"['when', 'did', 'mount', 'st', 'helens', 'last', 'erupt']",7,7,1.0,mount helen erupt,"['mount', 'helen', 'erupt']",3,3,1.0
What does a polyorchid man have at least three of ?,1,"['what', 'does', 'a', 'polyorchid', 'man', 'have', 'at', 'least', 'three', 'of']",10,10,1.0,polyorchid man,"['polyorchid', 'man']",2,2,1.0
"What exactly , specifically does sleep do for you ?",0,"['what', 'exactly', 'specifically', 'does', 'sleep', 'do', 'for', 'you']",8,8,1.0,exactly specifically sleep,"['exactly', 'specifically', 'sleep']",3,3,1.0
When was child labor abolished ?,5,"['when', 'was', 'child', 'labor', 'abolished']",5,5,1.0,child labor abolish,"['child', 'labor', 'abolish']",3,3,1.0
How many three-letter permutations can be made from the four letters : c ?,5,"['how', 'many', 'three', 'letter', 'permutations', 'can', 'be', 'made', 'from', 'the', 'four', 'letters', 'c']",13,13,1.0,threeletter permutation letter,"['threeletter', 'permutation', 'letter']",3,3,1.0
What time of year is air travel the heaviest ?,5,"['what', 'time', 'of', 'year', 'is', 'air', 'travel', 'the', 'heaviest']",9,9,1.0,time year air travel heavy,"['time', 'year', 'air', 'travel', 'heavy']",5,5,1.0
What does a red flag mean in auto racing ?,0,"['what', 'does', 'a', 'red', 'flag', 'mean', 'in', 'auto', 'racing']",9,9,1.0,red flag mean auto racing,"['red', 'flag', 'mean', 'auto', 'racing']",5,5,1.0
What 's the longest river in Canada ?,4,"['what', 's', 'the', 'longest', 'river', 'in', 'canada']",7,7,1.0,longest river canada,"['longest', 'river', 'canada']",3,3,1.0
What is osteichthyes ?,0,"['what', 'is', 'osteichthyes']",3,3,1.0,osteichthye,['osteichthye'],1,1,1.0
What tennis player has the nickname `` Nasty '' ?,3,"['what', 'tennis', 'player', 'has', 'the', 'nickname', 'nasty']",7,7,1.0,tennis player nickname nasty,"['tennis', 'player', 'nickname', 'nasty']",4,4,1.0
How do you do a topic outline ?,0,"['how', 'do', 'you', 'do', 'a', 'topic', 'outline']",7,6,0.8571428571428571,topic outline,"['topic', 'outline']",2,2,1.0
What non-conformist abstract painter was dubbed Jack The Dripper by Time ?,3,"['what', 'non', 'conformist', 'abstract', 'painter', 'was', 'dubbed', 'jack', 'the', 'dripper', 'by', 'time']",12,12,1.0,nonconformist abstract painter dub jack dripper time,"['nonconformist', 'abstract', 'painter', 'dub', 'jack', 'dripper', 'time']",7,7,1.0
