Label,Message,Word_count,Message_clean,Word_count_clean
ham,Can you do a mag meeting this avo at some point?,11,avo point,2
ham,I meant middle left or right?,6,mean middle left right,4
ham,Really? I crashed out cuddled on my sofa.,8,crash cuddled sofa,3
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,23,chachi try call unable reach miss cal tiz msg kanagu,10
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",12,send price mean ltgt,4
ham,Are you this much buzy,5,buzy,1
ham,Nothing. Can...,2,,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,28,know know send chat let find rcvd ldn year,9
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,25,work ring thing houseful screaming brat pull hair love,9
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,32,family respond room go home diwali call come make feel like die,12
ham,"Tick, tick, tick ... Babe",5,tick tick tick babe,4
ham,R ü going 4 today's meeting?,6,go today meeting,3
ham,K da:)how many page you want?,6,dahow page want,3
ham,Ya had just now.onion roast.,5,nowonion roast,2
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,18,send number reply tomorrow morning say like,7
ham,You said not now. No problem. When you can. Let me know.,12,say problem let know,4
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,14,tell half come need prepare,5
ham,Play w computer? Aiyah i tok 2 u lor?,9,play computer aiyah tok lor,5
ham,Sat right? Okay thanks... ,4,sit right okay thank,4
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",26,derp bad dude want party dude file complaint drug abuser live,11
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,15,chinese food way fat pay lipo,6
ham,We r outside already.,4,outside,1
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,18,good trip watch remember decide easter,6
ham,Yo we are watching a movie on netflix,8,watch movie,2
ham,What time. I‘m out until prob 3 or so,9,time i‘m prob,3
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",20,dun mind dun see lose weight gee,7
ham,I dont thnk its a wrong calling between us,9,thnk wrong calling,3
ham,I am not sure about night menu. . . I know only about noon menu,15,sure night menu know noon menu,6
ham,ARR birthday today:) i wish him to get more oscar.,10,today wish oscar,3
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",29,slowly godi love amp need youclean heart bloodsend special people amp miracle tomorrow itplspl,14
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",39,open rebtel firefox load plus sign user place number low number number pick number pin display okay,17
ham, and  picking them up from various points,7,pick point,2
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,27,marry local woman look discreet action real match instantly phone text match msg cost stop txt stop,17
ham,Wow v v impressed. Have funs shopping!,7,wow impressed fun shop,4
ham,I am on the way to ur home,8,way home,2
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,29,burger king wanna play footy stadium burger king sept large super cocacola walk winner,14
ham,No problem. Talk to you later,6,problem talk later,3
ham,Then ur sis how?,4,sis,1
ham,Still in customer place,4,customer place,2
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,27,come take little time child afraid dark teenager want stay night,11
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",8,dude knw telugutht gudk gud nyt,6
ham,We confirm eating at esplanade?,5,confirm eat esplanade,3
ham,Send me your id and password,6,send password,2
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,22,kind take garage centre exhaust need replace order take fix tomo morning,12
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",19,chance win cash txt action tsc custcare,7
ham,Well I might not come then...,6,come,1
ham,Long after I quit. I get on only like 5 minutes a day as it is.,16,long quit like minute day,5
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,18,likely call mittelschmertz google paracetamol worry,6
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,26,right gon check today steam salespee text want come,9
ham,"Just arrived, see you in a couple days &lt;3",9,arrive couple day,3
ham,"K, wat s tht incident?",5,wat tht incident,3
ham,Yeah get the unlimited,4,yeah unlimited,2
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,23,shd enuff get conclusion content reference content cover,8
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",15,forget take year shower sorry atyour phone dead,8
ham,Ü got wat to buy tell us then ü no need to come in again.,15,get wat buy tell need come,6
ham,When you are big..| God will bring success.,8,big god bring success,4
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,21,u’ve award play instant cash claim player win min optout,10
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,29,stayin extra week rugby weekend soon,6
ham,Well there's still a bit left if you guys want to tonight,12,bit left guy want tonight,5
ham,Not from this campus. Are you in the library?,9,campus library,2
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",22,say ltgt twiggs division courtroom ltgt lttimegt double check text tomorrow,11
ham,How will I creep on you now? ;_;,8,creep,1
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,13,tell friend plan valentine day lturlgt,6
ham,If I get there before you after your ten billion calls and texts so help me god,17,billion call text help god,5
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,24,purity friendship smile reading forward messageit smile see gud evng musthu,11
ham,I've told him that i've returned it. That should i re order it.,13,tell return order,3
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",22,housemaid murderer coz man murder ltgt january public holiday govtinstituition closedinclude post office,13
ham,Depends on where u going lor.,6,depend go lor,3
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,30,smile right world wonder smile think crazy away grin,9
spam,FreeMsg>FAV XMAS TONES!Reply REAL,4,freemsgfav xmas tonesreply real,4
ham,Lil fever:) now fine:),4,lil fever fine,3
ham,I think it's all still in my car,8,think car,2
ham,Can a not?,3,,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,27,december mobile entitle update late colour camera mobile free mobile update free,12
ham,Yes princess! I want to catch you with my big strong hands...,12,yes princess want catch big strong hand,7
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,13,yeah forgot shopping,3
ham,Mm so you asked me not to call radio,9,ask radio,2
ham,Thinkin about someone is all good. No drugs for that,10,thinkin good drug,3
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",29,slowly godi love amp need youclean heart bloodsend special people amp miracle tomorrow itplspl,14
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",27,enjoy shower possessiveness pour love one bcoz world lie golden gift love truly,13
ham,"Alright if you're sure, let me know when you're leaving",10,alright sure let know leave,5
ham,Some are lasting as much as 2 hours. You might get lucky.,12,last hour lucky,3
ham,Genius what's up. How your brother. Pls send his number to my skype.,13,genius brother send number skype,5
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",25,poly tone mob direct rply poly title poly title crazyin sleepingwith fine ymca getzedcouk,14
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,28,thk find wtc far weiyi goin rest dunno goin dinner den able join,13
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,21,forget own private property good boy passionate kiss,8
spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,22,it late order interflora flower christmas place order midnight tomorrow,10
ham,Oh god..taken the teeth?is it paining,6,godtaken teethis paining,3
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,26,romcapspam respond presence warm outgoing bring real breath sunshine,9
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,18,ask pick lor oso sian tmr haf meet lect,9
ham,No need to buy lunch for me.. I eat maggi mee..,11,need buy lunch eat maggi mee,6
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",27,congratulation thank good friend prize claim easy minute btnationalrate,9
ham,Ok lor...,2,lor,1
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",32,right sure load work day get nasty cough today dry shot help,12
ham,Wife.how she knew the time of murder exactly,8,wifehow know time murder exactly,5
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,32,send logo lover name join heart txt love love txtno ad,11
ham,Howz that persons story,4,howz person story,3
ham,Thanx 4 sending me home...,5,thanx send home,3
ham,Its normally hot mail. Com you see!,7,normally hot mail com,4
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",18,tkts cup final cash collect pobox,6
ham,U sick still can go shopping?,6,sick shop,2
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",21,fine bbdpooja pimpleseven blackand rite cold wear sweatter,8
ham,Nice.nice.how is it working?,4,nicenicehow work,2
ham,1's reach home call me.,5,reach home,2
ham,Were trying to find a Chinese food place around here,10,try find chinese food place,5
ham,"Easy mate, * guess the quick drink was bit ambitious.",10,easy mate guess quick drink bit ambitious,7
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,29,babe miiss need crave gee sad babe love,8
ham,Ok thanx...,2,thanx,1
ham,aathi..where are you dear..,4,aathiwhere dear,2
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",17,queen wish great day abiola,5
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,36,today yellow rise day love frndship misscall amp send frndz amp miss call,13
ham,Will be out of class in a few hours. Sorry,10,class hour sorry,3
ham,Wat time u finish ur lect today?,7,wat time finish lect today,5
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",27,freemessage jamsterget crazy frog sound poly text real text crazy sound gbpweek tcs apply,14
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",125,sad story man week bday wife wish parent forgot kid go work colleague wish enter cabin say happy bday boss feel special invite apartment go say mind bedroom minute se sexy mood come minut latr wid caken wife parent kidz friend colleague screaming surprise wait sofa naked,47
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",32,box croydon national rate,4
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,16,fine good hear dear happy new year,7
ham,Are you going to wipro interview today?,7,go wipro interview today,4
ham,how tall are you princess?,5,tall princess,2
ham,I doubt you could handle 5 times per night in any case...,12,doubt handle time night case,5
ham,Haha... Hope ü can hear the receipt sound... Gd luck!,10,haha hope hear receipt sound luck,6
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,20,gon death gon leave note say robs fault avenge,9
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",61,japanese proverb itu indian version let itleave finally version stop strike,11
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,17,today workin free oso gee thgt workin frens shop,9
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,33,life face choice toss coin becoz settle question know heart hope,11
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",29,know god create gap finger come amp fill gap hold hand love,12
ham,I want to be there so i can kiss you and feel you next to me,16,want kiss feel,3
ham,I am not at all happy with what you saying or doing,12,happy say,2
spam,Adult 18 Content Your video will be with you shortly,10,adult content video shortly,4
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",29,lovely sure think wot want drinkin dancin eatin cinema wot,10
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,19,say explicitly tell nora know probably gon bother,8
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),16,say ass south tampa preferably kegger,6
ham,Smith waste da.i wanna gayle.,5,gayle,1
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",29,mum send message get want know actually get enjoy rest day,11
ham,"Aight, tomorrow around  &lt;#&gt;  it is",6,aight tomorrow ltgt,3
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",22,housemaid murderer coz man murder ltgt january public holiday govtinstituition closedinclude post officeunderstand,13
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",32,box croydon national rate,4
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,30,actually time go bed long speak wake night,8
ham,See you there! ,3,,0
ham,I dont understand your message.,5,understand message,2
ham,Crucify is c not s. You should have told me earlier.,11,tell early,2
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",43,idk say move butt head freedom responsibility tired shit deal barely keep get add,14
ham,Fuck cedar key and fuck her (come over anyway tho),10,fuck cedar key fuck come tho,6
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,22,past say coz reserve seat,5
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",29,hey boy want hot pic send direct phone txt porn free day stop text stopbcm,15
ham,U still painting ur wall?,5,paint wall,2
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",26,chance claim worth discount voucher today text shop offer mobile sub,11
ham,Printer is cool. I mean groovy. Wine is groovying,9,printer cool mean groovy wine groovye,6
ham,Hi Harish's rent has been transfred to ur Acnt.,9,harishs rent transfre acnt,4
ham,Anything lor is she coming?,5,lor come,2
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,12,cbe good nowadayslot shop showroomscity shape good,7
ham,Ü still attending da talks?,5,attend talk,2
ham,No probs hon! How u doinat the mo?,8,probs hon doinat,3
ham,K I'll take care of it,6,care,1
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,20,phone callon friday assume year,5
ham,My battery is low babe,5,battery low babe,3
ham,Shuhui has bought ron's present it's a swatch watch...,9,ron present swatch watch,4
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",14,yeah bit left swing tomorrow,5
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,16,babe say hour internet,4
ham,K I'll be sure to get up before noon and see what's what,13,sure noon,2
ham,K...k...yesterday i was in cbe .,6,kkyesterday cbe,2
ham,Went to ganesh dress shop,5,go ganesh dress shop,4
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",24,pdatenow double min txts orange tariff late motorola sonyericsson bluetooth free,11
ham,Ü collecting ur laptop then going to configure da settings izzit?,11,collect laptop go configure setting izzit,6
ham,If you r @ home then come down within 5 min,11,home come min,3
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",26,aight late probably trip,4
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,9,come aftr ltdecimalgt clean house,5
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,24,cashbalance currently pound maximize cashin send cash box,8
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",25,bill letter expect orange bill orange,6
ham,Tell me pa. How is pain de.,7,tell pain,2
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,35,nice night wish come wait love fran want dirty anal sex want man gang bang,15
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",21,don‘t know clever simple thing pear day perfect christmas,9
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",16,wake sweet morning welcome enjoy day joy gud mrng,9
ham,ALRITE,1,alrite,1
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,27,sit wait summer day celebrate magical sight world dress white ooh let snow,13
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,22,urgent mobile number award prize guarantee land line claim valid,10
ham,How do you guys go to see movies on your side.,11,guy movie,2
ham,"Sorry,in meeting I'll call later",5,sorryin meeting later,3
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,17,tell thatnow think plus go stop run,7
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,10,kindly send flat ltdecimalgt today,5
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,28,sorry unsubscribe mob offer package min term week pls resubmit request help info,13
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,16,lor bit bored dun home early sleep today,8
ham,What time should I tell my friend to be around?,10,time tell friend,3
ham,Yes. that will be fine. Love you. Be safe.,9,yes fine love safe,4
ham,Thanks chikku..:-) gud nyt:-*,4,thanks chikku gud nyt,4
ham,Is xy in ur car when u picking me up?,10,car pick,2
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",19,thanx time spend baby want uxx,6
ham,"Yo, any way we could pick something up tonight?",9,way pick tonight,3
ham,I've not sent it. He can send me.,8,send send,2
ham,Fine am simply sitting.,4,fine simply sit,3
ham,Thts god's gift for birds as humans hav some natural gift frm god..,13,tht god gift bird human hav natural gift frm god,10
ham,Are you coming to day for class.,7,come day class,3
ham,Im done. Just studyn in library,6,studyn library,2
ham,Ok... U enjoy ur shows...,5,enjoy show,2
ham,Anything...,1,,0
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,25,wuld baby think mite break dont wanna crazy everyboy need lady,11
ham,Wat's my dear doing? Sleeping ah?,6,wat dear sleep,3
ham,Hi' Test on  &lt;#&gt; rd ....,6,test ltgt,2
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,28,student solve cat question xam ltgt ltgt ltgt tell answer get answr,12
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,32,know ltgt able buy liquor guy flake right hold somebody loko night,12
ham,Yup n her fren lor. I'm meeting my fren at 730.,11,yup fren lor meeting fren,5
ham,"Yeah, we got one lined up for us",8,yeah get line,3
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",27,stop wonder wow go stop tme want laugh,8
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,18,lol yep yesterday get fireplace icon sit,7
ham,Hey i've booked the pilates and yoga lesson already... Haha,10,hey book pilate yoga lesson haha,6
ham,Are you ok. What happen to behave like this,9,happen behave like,3
spam,You have 1 new message. Please call 08712400200.,8,new message,2
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,22,supervisor find lor thk student ask tell aft ask,9
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",29,make wait fifth week yeah woozles weasel exeter home,9
ham,No message..no responce..what happend?,4,responcewhat happend,2
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,15,currently message await collection collect message,6
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",70,hey babe sorry soon gary come fix cause think know far ptbo say cost ltgt buck know cheaper find second hand machine right let know want babe,27
ham,make that 3! 4 fucks sake?! x,7,fuck sake,2
ham,Leave it. U will always be ignorant.,7,leave ignorant,2
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),21,nope go sch fri early lor cos mys sis get paper morn,12
ham,at bruce b downs &amp; fletcher now,7,fletcher,1
ham,Where are you ? You said you would be here when I woke ... :-(,15,say woke,2
ham,Hey now am free you can call me.,8,hey free,2
ham,Tell me whos this pls:-),5,tell pls,2
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",20,urgent mobile award bonus caller prize final attempt contact,9
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",22,think miss teaching til lecture damn work thing,8
ham,Id have to check but there's only like 1 bowls worth left,12,check like bowl worth leave,5
ham,Yes there were many sweets,5,yes sweet,2
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,19,cozy exhaust nightnobody go school work close,7
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,27,think special opt reply reveal stop msg recd cust care,10
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,33,ass buzz chest buzz cock phone vibrator feel shake,9
ham,Sir send to group mail check it.,7,sir send group mail check,5
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,30,intro cover energy trend pro con brief description nuclear fusion oso brief history iter jet get abt half page,19
ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,3,nonenowhere ikno doesdiscountshitinnit,3
ham,You dont know you jabo me abi.,7,know jabo abi,3
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",25,notice drive go slow idiot drive fast maniac,8
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,14,hadya sapna aunty manege yday hogidhechinnu weak swalpa black agidhane,10
ham,"Are you being good, baby? :)",6,good baby,2
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,22,neft transaction reference number ltgt ltdecimalgt credit beneficiary account ltgt lttimegt ltgt,12
ham,"Mostly sports type..lyk footbl,crckt..",4,sport typelyk footblcrckt,3
ham,Ma head dey swell oh. Thanks for making my day,10,head dey swell thank make day,6
ham,U should make a fb list,6,list,1
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",57,height confidence aeronautic professor wer calld amp wer askd sit aeroplane aftr sit wer tell dat plane student dey hurried plane saidif studentsthis start datz confidence,26
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,16,sary need hurt lot tol,5
ham,Happy New Year Princess!,4,happy new year princess,4
ham,"I'll text carlos and let you know, hang on",9,text carlos let know hang,5
ham,"Don't worry, * is easy once have ingredients!",8,worry easy ingredient,3
ham,I love u 2 my little pocy bell I am sorry but I love u,15,love little pocy bell sorry love,6
ham,"Ok omw now, you at castor?",6,omw castor,2
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,12,rain non stop wan,4
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",25,offer late motorola sonyericsson nokia free bluetooth dvd double min txt orange,12
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,33,mean wif sleep tot go nap yup send smth lor,10
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",30,wonder world style smile personality nature sm lovely friendship good morning dear,12
ham,"Tonight? Yeah, I'd be down for that",7,tonight yeah,2
ham,What should i eat fo lunch senor,7,eat lunch senor,3
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",29,say right giggle see possibly nvq think,7
ham,No break time one... How... I come out n get my stuff fr ü?,14,break time come stuff,4
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,19,reply win weekly professional sport tiger wood play send stop end service,12
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",23,maybe reboot see buzz,4
ham,Do you still have the grinder?,6,grinder,1
